epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
129,2979.73,0.45775,0.35594,0.98297,0.90546,0.81829,0.85548,0.71257,0.66982,0.48063,1.13942,0.000610789,0.000610789,0.000610789
130,3001.64,0.44777,0.33815,0.97969,0.91264,0.85345,0.90388,0.74675,0.68847,0.48652,1.15869,0.000602537,0.000602537,0.000602537
131,3023.28,0.44306,0.34597,0.9682,0.89935,0.87344,0.90748,0.75833,0.68295,0.47828,1.14976,0.000594286,0.000594286,0.000594286
132,3045.14,0.44147,0.3306,0.96935,0.896,0.87433,0.9011,0.74971,0.6893,0.46704,1.16006,0.000586034,0.000586034,0.000586034
133,3066.8,0.44013,0.33712,0.97011,0.93763,0.84173,0.90122,0.74967,0.67502,0.46391,1.13827,0.000577782,0.000577782,0.000577782
134,3088.35,0.466,0.35545,0.98047,0.91368,0.85301,0.89145,0.74068,0.67849,0.46427,1.14463,0.000569531,0.000569531,0.000569531
135,3110.23,0.44671,0.33594,0.98035,0.91164,0.88272,0.90401,0.74841,0.67436,0.45587,1.14265,0.000561279,0.000561279,0.000561279
136,3131.91,0.44121,0.33914,0.97047,0.93518,0.85649,0.90146,0.75888,0.66374,0.45624,1.13277,0.000553027,0.000553027,0.000553027
137,3153.59,0.43944,0.32363,0.96381,0.92405,0.85253,0.8976,0.75118,0.6704,0.45049,1.14235,0.000544776,0.000544776,0.000544776
138,3175.35,0.4468,0.33744,0.97629,0.92256,0.82893,0.88777,0.73892,0.67421,0.49397,1.13763,0.000536524,0.000536524,0.000536524
139,3197.12,0.44169,0.35368,0.97113,0.89177,0.887,0.90375,0.7562,0.66588,0.46571,1.1369,0.000528272,0.000528272,0.000528272
140,3218.72,0.45271,0.34455,0.98478,0.91807,0.86482,0.90538,0.75553,0.67779,0.4658,1.14016,0.000520021,0.000520021,0.000520021
141,3240.6,0.45289,0.33803,0.9828,0.88311,0.87972,0.89885,0.75168,0.67329,0.47661,1.13331,0.000511769,0.000511769,0.000511769
142,3262.46,0.44828,0.34259,0.97468,0.91258,0.88177,0.89322,0.74476,0.67804,0.46776,1.13318,0.000503517,0.000503517,0.000503517
